Content ID,Content Type,Genre,Release Date,Time of Day,Day of the Week,Duration (mins),Viewership,Average Watch Time (mins),Peak Viewership Time,Peak Viewership Day,Viewer Age,Viewer Gender,Viewer Location,Likes,Shares,Comments,User Ratings,Seasonality,Content Popularity,Competitor Content,Promotion Data,Subscription Data
739,Series,Sci-Fi,7/18/2024,10:06 AM,Tuesday,896,56884,38,01:01 AM,Friday,25-34,Female,USA,2727,1730,750,3.6,Winter,Low,Similar Doc C,Online Ads,19100
740,Movie,Thriller,7/24/2024,08:44 AM,Monday,186,76512,84,08:14 PM,Saturday,25-34,Male,France,110,1123,1396,2.2,Fall,High,Similar Sci-Fi E,Online Ads,12423
741,Movie,History,8/27/2024,05:29 PM,Tuesday,169,28605,134,10:11 PM,Sunday,35-44,Female,Canada,2297,976,1171,3.5,Summer,High,Similar Romance F,30% off,5583
742,Movie,Comedy,8/29/2024,04:11 PM,Tuesday,96,32010,26,09:17 PM,Friday,18-24,Female,Germany,14,396,1478,3.5,Spring,High,Similar Action D,Social Media,3550
743,Documentary,Action,8/17/2024,07:59 AM,Saturday,61,47027,25,11:20 PM,Saturday,25-34,Male,France,288,132,168,4.5,Fall,Low,Similar Romance F,Online Ads,9562
744,Documentary,Romance,08-11-2024,09:45 PM,Sunday,125,153,86,01:27 PM,Sunday,35-44,Male,Australia,2208,144,268,3,Fall,High,Similar Thriller H,Social Media,15745
745,Movie,Drama,8/29/2024,01:25 AM,Wednesday,192,31494,53,06:10 PM,Friday,25-34,Male,India,2400,554,805,1.3,Winter,Medium,Similar Thriller H,TV Ads,7707
746,Movie,Comedy,08-07-2024,12:28 PM,Friday,174,79702,112,12:48 PM,Saturday,35-44,Male,Italy,150,1573,643,2.9,Spring,Low,Similar Doc C,Social Media,7
747,Documentary,Fantasy,9/13/2024,10:36 PM,Monday,57,18266,30,09:23 AM,Saturday,25-34,Male,India,2500,38,855,2.9,Winter,Low,Similar Sci-Fi E,Print Media,18515
748,Documentary,Thriller,9/13/2024,09:09 AM,Saturday,63,26789,32,02:55 AM,Sunday,18-24,Male,Italy,1918,785,910,3,Winter,Low,Similar History G,Online Ads,16235
749,Movie,Thriller,09-10-2024,11:27 PM,Monday,122,74916,38,03:36 AM,Tuesday,45-54,Female,Germany,2128,1056,1412,3.7,Summer,High,Similar Thriller H,30% off,13975
750,Movie,Comedy,7/17/2024,05:20 AM,Friday,179,39712,105,08:05 PM,Friday,35-44,Male,France,32,701,1456,1,Fall,High,Similar Movie A,Online Ads,16717
751,Movie,Action,8/17/2024,11:44 PM,Thursday,96,59220,42,12:48 PM,Saturday,45-54,Male,Canada,1786,285,1080,1,Winter,High,Similar Series B,Social Media,7454
752,Series,Fantasy,09-11-2024,04:40 PM,Sunday,396,46904,84,02:00 PM,Sunday,35-44,Male,India,77,777,77,4.6,Summer,Medium,Similar Doc C,30% off,10099
753,Series,Romance,08-11-2024,06:42 AM,Sunday,403,35745,118,11:15 AM,Friday,35-44,Female,UK,1327,103,902,4.9,Fall,Low,Similar Sci-Fi E,30% off,6139
754,Movie,Romance,8/23/2024,05:52 AM,Saturday,130,94673,37,06:45 AM,Saturday,35-44,Female,UK,1385,246,627,3.8,Winter,Medium,Similar Thriller H,Social Media,10336
755,Movie,Sci-Fi,7/27/2024,08:02 AM,Saturday,192,93868,94,03:23 AM,Saturday,18-24,Male,UK,825,283,1146,2,Winter,Medium,Similar Action D,Social Media,2975
756,Documentary,Nature,07-03-2024,02:13 AM,Monday,116,84163,30,03:42 PM,Sunday,18-24,Male,Australia,1659,329,963,4.3,Winter,Low,Similar Romance F,TV Ads,6263
757,Documentary,Fantasy,7/13/2024,03:14 AM,Monday,123,18208,86,04:14 PM,Tuesday,45-54,Female,Canada,2913,1207,205,2,Fall,Low,Similar Action D,Online Ads,18705
758,Series,Drama,07-02-2024,01:25 AM,Saturday,560,51823,132,06:01 AM,Friday,18-24,Male,Germany,2116,1295,523,3,Summer,Medium,Similar Action D,Email Campaign,247
759,Documentary,Comedy,7/19/2024,03:57 PM,Saturday,120,18295,66,05:55 PM,Saturday,25-34,Male,India,702,456,669,2,Winter,Medium,Similar Action D,30% off,19513
760,Series,Drama,09-07-2024,11:45 PM,Wednesday,1028,44825,39,08:38 AM,Sunday,45-54,Female,Germany,2015,1221,546,3.5,Fall,Low,Similar History G,Email Campaign,17009
761,Movie,Sci-Fi,8/30/2024,11:24 PM,Thursday,193,71581,52,07:29 AM,Friday,35-44,Female,UK,959,1913,592,2.1,Winter,Medium,Similar Movie A,TV Ads,5030
762,Movie,Romance,08-06-2024,04:32 AM,Saturday,179,20075,39,05:55 AM,Saturday,25-34,Male,UK,1801,987,779,1.1,Winter,Low,Similar History G,TV Ads,10788
763,Documentary,Romance,09-05-2024,10:15 AM,Saturday,87,75039,33,10:34 AM,Sunday,18-24,Female,Australia,1414,938,383,3.3,Fall,High,Similar Doc C,Email Campaign,5991
764,Documentary,History,07-10-2024,07:03 AM,Thursday,68,20928,52,08:21 PM,Friday,45-54,Female,USA,1355,1729,56,3.9,Spring,Low,Similar Romance F,TV Ads,14183
765,Documentary,Sci-Fi,08-11-2024,09:17 PM,Sunday,84,24642,53,07:36 AM,Saturday,45-54,Female,India,2986,525,1002,4.2,Spring,Medium,Similar Thriller H,Online Ads,19839
766,Movie,Action,8/29/2024,07:53 PM,Sunday,192,57113,104,02:19 PM,Saturday,45-54,Male,Canada,758,1721,1380,3,Fall,High,Similar Doc C,Email Campaign,432
767,Series,Drama,09-09-2024,01:35 AM,Tuesday,953,463,106,04:14 AM,Sunday,35-44,Female,Italy,717,548,1422,1,Winter,Medium,Similar Movie A,Email Campaign,16869
768,Series,Drama,8/13/2024,08:45 PM,Friday,556,20043,71,08:35 PM,Tuesday,35-44,Female,Australia,535,1265,471,3,Winter,Low,Similar Doc C,Online Ads,417
769,Documentary,Sci-Fi,09-02-2024,04:11 PM,Wednesday,88,66750,38,09:42 PM,Friday,45-54,Female,USA,1838,1464,730,2.2,Winter,Medium,Similar Sci-Fi E,Email Campaign,8410
770,Series,Thriller,08-10-2024,04:54 AM,Saturday,171,40604,57,04:52 AM,Saturday,35-44,Male,India,2285,613,75,3.4,Fall,Medium,Similar Sci-Fi E,Online Ads,230
771,Movie,Thriller,07-07-2024,02:36 AM,Sunday,146,1020,60,06:53 AM,Sunday,45-54,Male,UK,1343,1798,301,1.6,Fall,Medium,Similar History G,TV Ads,1211
772,Movie,History,07-02-2024,02:42 PM,Saturday,196,15988,94,02:09 PM,Friday,18-24,Female,Germany,2851,190,1323,3.8,Winter,Low,Similar Thriller H,Social Media,2722
773,Series,Romance,08-11-2024,01:42 AM,Sunday,154,98849,105,05:45 AM,Saturday,45-54,Male,USA,1843,1099,613,4.2,Fall,Medium,Similar Thriller H,30% off,1817
774,Movie,Comedy,08-10-2024,11:41 PM,Wednesday,180,6960,62,11:55 PM,Saturday,25-34,Female,UK,759,1818,49,1.1,Fall,Medium,Similar Sci-Fi E,Print Media,4847
775,Documentary,History,07-10-2024,02:46 AM,Thursday,105,27616,36,09:55 PM,Sunday,25-34,Male,Australia,706,350,387,1,Winter,High,Similar Romance F,TV Ads,5389
776,Documentary,Fantasy,8/21/2024,04:13 PM,Thursday,78,56686,52,11:45 PM,Tuesday,25-34,Female,India,1786,387,661,1,Summer,Medium,Similar Doc C,Online Ads,19696
777,Series,Sci-Fi,8/13/2024,05:46 AM,Monday,688,24522,92,04:46 AM,Friday,25-34,Female,Germany,362,770,361,2.5,Summer,Medium,Similar History G,30% off,5238
778,Movie,Nature,09-09-2024,05:42 AM,Friday,123,50415,70,08:35 PM,Saturday,18-24,Male,Australia,1010,307,83,4,Winter,Medium,Similar Series B,Email Campaign,92
779,Series,Comedy,08-07-2024,04:12 PM,Friday,616,63478,43,04:55 PM,Sunday,18-24,Female,Canada,1911,1817,1212,3.3,Summer,Medium,Similar Action D,Online Ads,1071
780,Series,History,7/26/2024,03:10 PM,Friday,1062,5668,133,08:20 PM,Friday,35-44,Male,UK,184,964,1057,3.2,Spring,Medium,Similar Action D,30% off,40
781,Movie,Romance,08-03-2024,06:32 PM,Tuesday,175,55687,85,05:44 PM,Saturday,45-54,Female,Italy,530,1307,512,3.6,Fall,Low,Similar Doc C,30% off,15332
782,Movie,Romance,07-03-2024,11:35 PM,Thursday,182,1972,35,06:24 PM,Sunday,45-54,Male,USA,2573,184,248,3,Spring,Low,Similar Sci-Fi E,Social Media,12668
783,Documentary,Thriller,8/19/2024,07:48 PM,Monday,79,99424,51,01:54 PM,Friday,25-34,Male,India,1121,627,953,3.6,Spring,High,Similar Sci-Fi E,30% off,5688
784,Series,Romance,09-07-2024,09:18 PM,Sunday,1099,61479,132,04:39 PM,Saturday,18-24,Female,UK,743,1358,571,2.1,Spring,Medium,Similar Action D,TV Ads,10361
785,Movie,Nature,7/24/2024,04:56 AM,Sunday,93,74278,27,09:25 AM,Saturday,35-44,Male,India,2329,1049,60,2.7,Fall,Medium,Similar Doc C,30% off,9885
786,Series,Fantasy,07-11-2024,08:25 PM,Thursday,334,79088,50,05:37 PM,Sunday,45-54,Male,France,2776,1814,1322,1,Spring,Medium,Similar Doc C,TV Ads,10981
787,Series,Sci-Fi,8/14/2024,01:09 AM,Wednesday,863,5127,58,02:09 PM,Tuesday,45-54,Female,Germany,2522,324,515,1.3,Spring,Low,Similar Action D,TV Ads,11117
788,Movie,Thriller,7/26/2024,06:15 AM,Monday,191,45478,87,11:51 PM,Friday,35-44,Male,India,1466,1058,760,3.6,Summer,Medium,Similar Series B,TV Ads,9255
789,Series,Thriller,7/28/2024,09:08 PM,Wednesday,1203,4882,124,04:51 PM,Saturday,35-44,Female,Canada,1106,1742,970,4.6,Spring,High,Similar Series B,Print Media,2451
790,Documentary,History,08-03-2024,07:19 AM,Tuesday,60,16052,25,05:29 AM,Sunday,35-44,Female,Australia,95,800,1366,4.4,Summer,High,Similar History G,Online Ads,8486
791,Documentary,Comedy,8/24/2024,06:18 PM,Sunday,120,71897,64,03:46 PM,Friday,35-44,Female,USA,253,837,709,4.1,Summer,Medium,Similar Sci-Fi E,Social Media,14993
792,Movie,Nature,08-02-2024,03:40 PM,Sunday,117,40466,58,07:07 PM,Saturday,18-24,Male,India,2760,1670,1421,3.4,Summer,High,Similar Series B,TV Ads,17027
793,Documentary,Drama,08-06-2024,04:17 AM,Sunday,57,32323,39,11:33 AM,Saturday,18-24,Female,India,162,1185,251,2,Spring,Medium,Similar Romance F,Social Media,9802
794,Documentary,Fantasy,8/20/2024,07:43 PM,Tuesday,113,25075,41,08:34 PM,Sunday,35-44,Male,India,1708,333,440,4.4,Summer,Medium,Similar Action D,Print Media,15679
795,Series,Romance,08-03-2024,12:10 AM,Thursday,147,47796,48,12:40 AM,Tuesday,18-24,Female,Germany,679,371,1144,1,Fall,Medium,Similar History G,Email Campaign,3616
796,Documentary,Comedy,07-02-2024,01:55 PM,Monday,106,26081,78,04:20 AM,Friday,18-24,Female,Canada,885,591,1207,2.8,Winter,Low,Similar Doc C,Online Ads,4067
797,Movie,Sci-Fi,8/14/2024,12:38 PM,Thursday,91,32564,43,02:21 AM,Saturday,25-34,Female,Italy,1817,1767,414,2.7,Spring,High,Similar Series B,TV Ads,2126
798,Series,Comedy,07-03-2024,11:36 AM,Friday,743,42552,77,03:47 PM,Sunday,25-34,Female,Germany,936,149,475,4.9,Summer,High,Similar Romance F,30% off,11865
799,Series,Fantasy,09-12-2024,02:53 PM,Wednesday,304,68216,65,06:05 AM,Friday,45-54,Male,Germany,563,535,434,2.1,Summer,Medium,Similar Sci-Fi E,Social Media,11772
800,Series,Romance,8/31/2024,03:23 PM,Sunday,1084,91332,111,11:14 PM,Saturday,25-34,Female,France,437,1015,624,3.7,Fall,Low,Similar Series B,Email Campaign,3932
801,Series,Romance,7/29/2024,04:07 PM,Thursday,772,45383,86,04:59 AM,Sunday,35-44,Male,Canada,1775,1578,920,2.5,Spring,High,Similar Action D,TV Ads,6594
802,Documentary,History,07-09-2024,11:20 PM,Tuesday,111,86516,27,06:41 PM,Friday,35-44,Female,Australia,590,916,314,1.9,Fall,Low,Similar Action D,Social Media,3879
803,Documentary,Thriller,7/26/2024,07:07 AM,Sunday,123,46960,68,11:55 PM,Saturday,35-44,Female,USA,194,1139,1091,4.4,Fall,Medium,Similar History G,Email Campaign,7986
804,Documentary,Comedy,7/25/2024,07:08 PM,Friday,92,64731,35,01:20 PM,Saturday,18-24,Female,India,2508,15,1244,3.1,Spring,Medium,Similar Movie A,Print Media,16502
805,Movie,Drama,9/14/2024,12:01 AM,Sunday,122,1059,66,08:11 AM,Sunday,45-54,Female,Italy,2378,538,306,1.8,Fall,Medium,Similar Sci-Fi E,TV Ads,15546
806,Documentary,History,7/24/2024,01:38 AM,Tuesday,110,88722,58,05:02 AM,Tuesday,25-34,Male,Germany,516,111,1231,1.5,Spring,Medium,Similar Romance F,Print Media,12209
807,Documentary,Thriller,07-04-2024,09:36 PM,Wednesday,109,66982,64,09:15 PM,Friday,18-24,Female,France,1414,780,729,3,Summer,High,Similar Series B,Print Media,11721
808,Series,Thriller,08-01-2024,06:04 PM,Sunday,798,58280,91,05:50 PM,Saturday,18-24,Female,Italy,2798,1260,490,1.6,Spring,Low,Similar Series B,Social Media,19153
809,Movie,Thriller,7/20/2024,07:13 PM,Wednesday,97,54109,29,06:48 AM,Sunday,45-54,Female,UK,518,491,403,1.6,Spring,Medium,Similar Movie A,Email Campaign,5749
810,Documentary,History,08-04-2024,10:16 AM,Sunday,92,21977,27,02:57 AM,Friday,25-34,Female,USA,2870,1304,1068,1.7,Winter,Medium,Similar Movie A,Social Media,18456
811,Documentary,Romance,7/23/2024,11:26 PM,Thursday,61,19845,49,09:23 PM,Saturday,18-24,Female,France,2534,908,898,1.2,Summer,High,Similar History G,Social Media,16542
812,Series,Romance,09-12-2024,03:51 AM,Monday,677,32825,34,08:25 PM,Saturday,45-54,Male,Italy,2577,1671,428,4.7,Spring,Low,Similar History G,Print Media,10503
813,Movie,Comedy,7/30/2024,09:51 AM,Sunday,97,42986,47,09:42 PM,Sunday,45-54,Female,France,662,126,563,1.9,Spring,High,Similar Sci-Fi E,Email Campaign,3719
814,Movie,Comedy,8/31/2024,11:00 AM,Thursday,170,42525,36,06:02 PM,Tuesday,45-54,Male,Germany,105,390,973,3,Winter,Low,Similar Romance F,TV Ads,13985
815,Documentary,Fantasy,7/23/2024,07:43 AM,Monday,88,34836,54,04:38 PM,Friday,25-34,Male,Canada,1390,902,237,2,Fall,Low,Similar Romance F,Online Ads,9331
816,Documentary,Comedy,08-03-2024,04:16 PM,Tuesday,86,75118,25,05:57 PM,Saturday,25-34,Male,Italy,74,1766,503,1,Winter,Low,Similar Thriller H,Email Campaign,2692
817,Movie,Comedy,8/25/2024,12:01 AM,Sunday,168,30124,30,12:10 PM,Sunday,25-34,Male,France,1002,808,1039,1.2,Winter,High,Similar Action D,Email Campaign,2311
818,Documentary,Drama,09-03-2024,12:53 AM,Wednesday,83,28625,28,12:15 AM,Friday,45-54,Female,Germany,183,174,474,4.4,Summer,Medium,Similar Doc C,Email Campaign,19389
819,Movie,Thriller,09-02-2024,05:46 AM,Tuesday,187,16804,102,07:41 AM,Saturday,18-24,Female,Australia,1896,1830,1148,3.3,Winter,Low,Similar History G,TV Ads,7686
820,Documentary,History,09-09-2024,02:26 PM,Friday,62,3503,39,05:10 PM,Sunday,18-24,Female,France,1468,356,990,1.7,Spring,High,Similar Thriller H,Online Ads,7503
821,Documentary,Romance,7/29/2024,02:20 PM,Sunday,73,18333,43,02:37 AM,Friday,45-54,Male,Germany,2754,1357,1176,1.4,Fall,Low,Similar Romance F,Online Ads,16314
822,Series,Nature,09-07-2024,06:36 AM,Wednesday,650,68107,125,03:42 AM,Saturday,18-24,Female,India,694,1574,760,4.5,Summer,High,Similar Thriller H,Social Media,15543
823,Movie,History,07-08-2024,08:42 AM,Wednesday,119,21544,40,09:18 PM,Saturday,35-44,Male,India,2856,1483,448,2.1,Winter,Low,Similar Thriller H,Email Campaign,7380
824,Movie,Fantasy,08-04-2024,10:58 AM,Friday,132,23778,76,04:20 AM,Sunday,18-24,Male,Australia,1980,801,512,2,Spring,Medium,Similar Sci-Fi E,30% off,11112
825,Documentary,History,8/29/2024,08:26 AM,Wednesday,100,75531,70,05:52 AM,Tuesday,45-54,Male,France,75,497,42,3,Winter,High,Similar Series B,30% off,9998
826,Series,Thriller,9/14/2024,04:58 PM,Sunday,397,28691,57,10:15 AM,Friday,25-34,Male,Australia,244,800,455,3.8,Summer,Low,Similar Series B,Online Ads,17746
827,Movie,Fantasy,07-06-2024,03:34 PM,Tuesday,122,29568,40,08:56 AM,Saturday,35-44,Male,USA,224,974,1040,1.5,Winter,High,Similar Series B,Social Media,16973
828,Documentary,Fantasy,08-07-2024,10:34 PM,Friday,82,42307,48,04:36 AM,Sunday,18-24,Female,Canada,2785,966,647,1.7,Summer,Medium,Similar Action D,Social Media,1446
829,Movie,Nature,7/31/2024,09:20 PM,Wednesday,191,79699,108,01:02 PM,Friday,45-54,Female,USA,1955,156,1097,2,Summer,Low,Similar Doc C,Social Media,13880
830,Documentary,Comedy,08-08-2024,10:05 PM,Monday,92,78210,37,02:08 PM,Saturday,18-24,Female,Italy,1233,1610,162,2,Winter,Medium,Similar Movie A,Email Campaign,4582
831,Series,Drama,8/13/2024,11:45 PM,Friday,493,88975,68,02:58 PM,Saturday,45-54,Male,Italy,922,1495,1147,2.1,Spring,Medium,Similar Action D,Print Media,14106
832,Movie,Thriller,7/31/2024,02:08 AM,Friday,93,43584,46,01:15 PM,Sunday,35-44,Female,USA,2813,1212,1177,3.5,Winter,High,Similar Movie A,Email Campaign,1082
833,Documentary,Sci-Fi,08-02-2024,08:42 PM,Saturday,56,93350,36,09:05 PM,Tuesday,25-34,Male,Australia,2646,728,1332,3.9,Winter,Low,Similar Sci-Fi E,Print Media,12473
834,Movie,History,8/31/2024,01:43 PM,Saturday,170,52908,36,05:06 AM,Friday,25-34,Female,India,470,1646,47,2.6,Summer,High,Similar Movie A,Online Ads,14637
835,Movie,Sci-Fi,8/22/2024,11:05 AM,Monday,178,42787,83,05:52 PM,Saturday,25-34,Male,France,1361,1657,665,3,Spring,Medium,Similar Sci-Fi E,Social Media,15877
836,Movie,Action,8/13/2024,07:29 AM,Monday,102,37996,52,11:52 AM,Sunday,35-44,Male,USA,1555,1452,556,3.9,Spring,Medium,Similar Action D,Social Media,9832
837,Series,Sci-Fi,7/29/2024,04:57 PM,Monday,962,11239,55,05:46 AM,Friday,35-44,Male,Germany,475,1320,496,2,Spring,High,Similar History G,TV Ads,8029
838,Movie,Action,7/30/2024,12:06 PM,Monday,102,93562,40,11:06 AM,Saturday,45-54,Female,Germany,1410,1008,206,2.3,Summer,Low,Similar Action D,Email Campaign,11731
839,Movie,Romance,7/20/2024,03:35 AM,Wednesday,112,70730,42,08:11 PM,Sunday,18-24,Male,Germany,2070,222,1431,4.9,Spring,Medium,Similar Sci-Fi E,30% off,16786
840,Movie,Sci-Fi,08-03-2024,07:12 PM,Sunday,127,70490,57,11:22 AM,Friday,35-44,Male,Australia,1493,156,839,2.7,Spring,Low,Similar Series B,Email Campaign,19314
841,Movie,Action,8/16/2024,01:26 AM,Friday,145,87597,49,10:18 PM,Saturday,35-44,Male,India,2310,1258,835,2.4,Fall,High,Similar Series B,Print Media,7503
842,Movie,Drama,08-04-2024,02:24 AM,Wednesday,177,28436,39,09:12 AM,Saturday,25-34,Female,Canada,2766,1637,1365,1.7,Winter,High,Similar Series B,30% off,6336
843,Series,Sci-Fi,8/25/2024,12:27 AM,Thursday,1026,22054,31,03:44 PM,Sunday,45-54,Male,Germany,2769,780,251,2,Winter,High,Similar Series B,Online Ads,904
844,Documentary,Comedy,7/23/2024,06:04 PM,Sunday,49,27898,40,11:51 AM,Tuesday,35-44,Female,USA,1849,271,1269,3.9,Fall,High,Similar Sci-Fi E,Print Media,13100
845,Documentary,Romance,09-12-2024,02:33 PM,Monday,88,46401,50,04:50 PM,Friday,45-54,Female,France,2679,1282,411,3.3,Winter,Medium,Similar Romance F,Social Media,4083
846,Movie,Romance,7/21/2024,02:57 AM,Friday,198,34050,48,01:16 AM,Saturday,35-44,Female,Italy,948,214,1044,1.4,Fall,Low,Similar Movie A,TV Ads,14912
847,Movie,History,08-06-2024,11:20 AM,Tuesday,152,75848,81,05:31 AM,Sunday,18-24,Female,UK,564,1971,481,1.1,Winter,High,Similar Movie A,TV Ads,2392
848,Series,Comedy,7/29/2024,06:27 PM,Monday,875,48603,124,04:28 PM,Friday,45-54,Female,Australia,2243,1638,955,1.1,Spring,Medium,Similar Sci-Fi E,Online Ads,15969
849,Movie,Sci-Fi,7/20/2024,10:22 AM,Sunday,172,90409,77,06:18 AM,Saturday,25-34,Female,Canada,1221,1596,1356,1.7,Fall,High,Similar Thriller H,Social Media,4767
850,Movie,Fantasy,7/18/2024,07:01 AM,Wednesday,139,32181,27,01:35 PM,Saturday,35-44,Male,India,2476,63,349,4.1,Spring,Medium,Similar Romance F,TV Ads,6078
851,Documentary,Thriller,07-04-2024,04:42 AM,Sunday,74,50160,41,10:44 PM,Sunday,35-44,Male,India,826,259,366,4.3,Winter,Medium,Similar Series B,Print Media,7199
852,Series,Drama,09-12-2024,03:15 AM,Wednesday,573,75072,98,08:43 AM,Tuesday,45-54,Female,India,2016,1705,334,3.6,Winter,High,Similar Thriller H,Email Campaign,17636
853,Series,Drama,7/31/2024,10:26 PM,Thursday,1206,43336,87,06:31 PM,Friday,25-34,Male,Canada,746,129,1445,2.3,Fall,High,Similar Series B,Email Campaign,7518
854,Movie,Nature,08-09-2024,07:30 AM,Tuesday,118,37426,37,04:34 AM,Saturday,45-54,Male,France,1566,587,792,1.9,Fall,High,Similar Sci-Fi E,Email Campaign,10452
855,Series,Romance,08-05-2024,01:21 AM,Wednesday,715,97885,70,05:58 PM,Sunday,45-54,Female,Italy,1184,1068,1229,2.4,Fall,Medium,Similar Romance F,Print Media,4202
856,Documentary,Romance,8/16/2024,09:20 AM,Sunday,49,34733,36,06:14 AM,Friday,25-34,Female,UK,1008,973,463,3.1,Spring,Medium,Similar History G,30% off,15194
857,Documentary,Nature,7/19/2024,05:20 PM,Sunday,46,19481,50,06:18 PM,Saturday,25-34,Male,Italy,2326,1466,931,1.4,Spring,Medium,Similar History G,Social Media,12860
858,Series,Comedy,7/14/2024,11:01 PM,Friday,1051,30825,94,06:44 PM,Sunday,18-24,Female,UK,2023,232,586,3.4,Spring,High,Similar Action D,30% off,5995
859,Documentary,Action,8/21/2024,12:50 PM,Thursday,62,69754,55,12:43 PM,Friday,35-44,Female,Canada,1915,140,885,3.9,Summer,Medium,Similar Action D,Online Ads,5862
860,Series,Thriller,09-02-2024,05:04 PM,Wednesday,1211,57691,106,06:30 PM,Saturday,45-54,Female,France,1809,1588,1469,4.3,Spring,High,Similar Romance F,Email Campaign,8789
861,Movie,Action,7/24/2024,08:46 AM,Sunday,193,60797,102,06:32 PM,Saturday,25-34,Female,USA,164,39,366,3,Winter,Medium,Similar Sci-Fi E,TV Ads,5603
862,Documentary,Comedy,8/16/2024,11:03 AM,Saturday,102,63288,76,12:07 PM,Sunday,35-44,Male,India,614,1524,1072,4.6,Summer,High,Similar Series B,Online Ads,8094
863,Documentary,Thriller,8/25/2024,10:03 PM,Sunday,47,71109,48,04:54 PM,Tuesday,35-44,Male,Germany,1947,476,1361,3,Fall,High,Similar Thriller H,TV Ads,10897
864,Documentary,Fantasy,8/25/2024,04:31 AM,Thursday,76,36038,53,01:04 AM,Friday,18-24,Female,India,660,630,877,4.3,Fall,High,Similar Movie A,Print Media,18396
865,Series,Action,8/23/2024,05:00 PM,Friday,327,50006,80,06:02 AM,Saturday,18-24,Female,Australia,1361,63,1478,3.7,Winter,High,Similar Sci-Fi E,TV Ads,10845
866,Documentary,Nature,08-11-2024,09:06 AM,Monday,111,66753,55,11:20 AM,Sunday,18-24,Male,USA,1138,671,804,4.4,Summer,Low,Similar Movie A,30% off,11425
867,Movie,Romance,8/25/2024,11:02 PM,Friday,111,58646,28,07:25 PM,Friday,35-44,Male,UK,1800,1543,1215,2,Winter,High,Similar Series B,Online Ads,18090
868,Documentary,Comedy,07-12-2024,01:06 AM,Wednesday,118,81518,84,03:25 AM,Saturday,35-44,Male,India,88,1064,483,2.9,Summer,Medium,Similar Movie A,Print Media,1283
869,Series,Nature,8/28/2024,05:41 PM,Monday,1156,82422,65,07:31 AM,Saturday,18-24,Female,Canada,2319,438,1467,4.4,Spring,Medium,Similar Movie A,Email Campaign,9269
870,Series,Nature,7/29/2024,07:28 AM,Tuesday,230,50624,126,11:26 PM,Sunday,18-24,Female,USA,1792,838,1252,3.4,Summer,Medium,Similar History G,Email Campaign,12512
871,Series,Action,9/13/2024,12:56 AM,Friday,673,21479,36,07:45 AM,Tuesday,35-44,Male,UK,1625,1856,1409,4.8,Fall,High,Similar Romance F,Social Media,13049
872,Documentary,Thriller,8/26/2024,08:06 AM,Monday,100,65348,85,03:51 AM,Friday,25-34,Male,Canada,2665,1045,1305,3.7,Winter,High,Similar Series B,30% off,6692
873,Movie,Sci-Fi,08-10-2024,09:38 AM,Monday,103,93397,80,02:41 AM,Saturday,35-44,Male,Germany,2744,766,1306,1.1,Fall,Low,Similar Action D,TV Ads,6627
874,Movie,Drama,8/28/2024,10:53 PM,Saturday,185,70317,112,12:24 PM,Sunday,18-24,Female,France,2015,124,1037,4.5,Fall,Low,Similar Series B,Social Media,2537
875,Series,Action,7/20/2024,03:25 PM,Sunday,632,33612,46,08:28 PM,Friday,18-24,Female,UK,2731,564,1206,1,Summer,Medium,Similar Series B,Print Media,10401
876,Documentary,Action,8/18/2024,12:34 AM,Monday,106,73461,74,07:41 AM,Saturday,35-44,Male,Germany,296,1974,326,2.6,Summer,Low,Similar Thriller H,Email Campaign,9012
877,Documentary,Thriller,08-03-2024,06:20 PM,Monday,99,4767,49,11:44 AM,Sunday,35-44,Male,USA,364,780,759,1.4,Winter,High,Similar Action D,Social Media,625
878,Series,Nature,8/21/2024,11:44 AM,Monday,757,88828,52,08:15 AM,Friday,35-44,Male,Australia,2390,226,661,3,Spring,Low,Similar Movie A,TV Ads,15885
879,Movie,Romance,8/27/2024,09:45 PM,Saturday,175,53567,101,04:16 AM,Saturday,45-54,Female,Italy,1185,1508,1082,1.8,Winter,Medium,Similar Romance F,Online Ads,6093
880,Documentary,Fantasy,07-06-2024,03:19 AM,Wednesday,51,55469,29,03:31 PM,Saturday,45-54,Male,India,11,1806,1339,2.6,Winter,Medium,Similar Sci-Fi E,TV Ads,18463
881,Documentary,Thriller,07-04-2024,11:50 PM,Saturday,62,40228,24,09:04 PM,Sunday,25-34,Female,UK,1940,808,534,2.4,Winter,Low,Similar Action D,Online Ads,10897
882,Documentary,Romance,08-01-2024,08:56 PM,Tuesday,122,72526,49,12:42 PM,Tuesday,25-34,Male,Canada,53,1947,141,2.2,Fall,Low,Similar Thriller H,Online Ads,10418
883,Movie,Romance,8/22/2024,08:07 PM,Friday,182,60009,112,04:53 PM,Friday,35-44,Female,Germany,1476,1133,1182,4.6,Summer,High,Similar Sci-Fi E,Print Media,11250
884,Documentary,Fantasy,09-04-2024,03:18 AM,Wednesday,97,86561,43,08:58 AM,Saturday,18-24,Male,Italy,1425,791,1123,1.8,Spring,High,Similar Doc C,Email Campaign,14469
885,Documentary,Romance,7/18/2024,03:52 PM,Friday,45,8529,44,09:02 AM,Sunday,45-54,Male,India,2578,1603,342,2,Summer,Low,Similar History G,Print Media,8440
886,Movie,Thriller,09-05-2024,05:56 AM,Friday,108,10591,34,08:41 PM,Friday,45-54,Male,USA,1574,944,801,2.2,Spring,Medium,Similar Thriller H,TV Ads,8728
